conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
CNY 398
Price CNY 398
+CNY 64 taxes and charges","The G Ten Holiday Inn
Opens in new window
HulhumaleShow on map
5.9
Scored 5.9
Review score
27 reviews
Double Room with Private Bathroom
1 large double bed
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 398
Price CNY 398
+CNY 64 taxes and charges
See availability","5.9
Scored 5.9
Review score
27 reviews",The G Ten Holiday Inn,Hulhumale,Double Room with Private Bathroom,
,"1 night, 2 adults
CNY 717CNY 251
Original price CNY 717. Current price CNY 251.
+CNY 113 taxes and charges","Maamadi Boutique
Opens in new window
MaafushiShow on map
8.0
Scored 8.0
Very good
206 reviews
Superior Double Room
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
CNY 717CNY 251
Original price CNY 717. Current price CNY 251.
+CNY 113 taxes and charges
See availability","8.0
Scored 8.0
Very good
206 reviews",Maamadi Boutique,Maafushi,Superior Double Room,3 out of 5
,"1 night, 2 adults
CNY 456
Price CNY 456
+CNY 73 taxes and charges","Breakfast included
Hudhufas Villa
Opens in new window
ThoddooShow on map
9.9
Scored 9.9
Exceptional
23 reviews
Location 10
Deluxe Double Room
1 large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 456
Price CNY 456
+CNY 73 taxes and charges
See availability","9.9
Scored 9.9
Exceptional
23 reviews",Hudhufas Villa,Thoddoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
CNY 384
Price CNY 384
+CNY 149 taxes and charges","Moodhu Surf House
Opens in new window
HimmafushiShow on map
8.9
Scored 8.9
Fabulous
34 reviews
Cleanliness 9.3
Standard Double Room
2 single beds
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 384
Price CNY 384
+CNY 149 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
34 reviews",Moodhu Surf House,Himmafushi,Standard Double Room,3 out of 5
,"1 night, 2 adults
CNY 1,521CNY 274
Original price CNY 1,521. Current price CNY 274.
+CNY 119 taxes and charges","Holiday Haven Ukulhas
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
UkulhasShow on map
8.0
Scored 8.0
Very good
34 reviews
Deluxe Double or Twin Room
Multiple bed types
1 night, 2 adults
CNY 1,521CNY 274
Original price CNY 1,521. Current price CNY 274.
+CNY 119 taxes and charges
See availability","8.0
Scored 8.0
Very good
34 reviews",Holiday Haven Ukulhas,Ukulhas,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 1,123
Price CNY 1,123
+CNY 353 taxes and charges","Sala Boutique Hotel
Opens in new window
Male CityShow on map
9.1
Scored 9.1
Superb
217 reviews
Cleanliness 9.4
Superior Double Room (Free Return Airport Transfer)
1 extra-large double bed
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 1,123
Price CNY 1,123
+CNY 353 taxes and charges
See availability","9.1
Scored 9.1
Superb
217 reviews",Sala Boutique Hotel,Male City,Superior Double Room (Free Return Airport Transfer),4 out of 5
,"1 night, 2 adults
CNY 464
Price CNY 464
+CNY 118 taxes and charges","Breakfast included
Xen Midu Hotel Addu City Maldives
Opens in new window
MiduShow on map
8.4
Scored 8.4
Very good
5 reviews
Deluxe Double Room
1 extra-large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
CNY 464
Price CNY 464
+CNY 118 taxes and charges
See availability","8.4
Scored 8.4
Very good
5 reviews",Xen Midu Hotel Addu City Maldives,Midu,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
CNY 493
Price CNY 493
+CNY 136 taxes and charges","FUNPLACE BEACH
Opens in new window
HimmafushiShow on map
8.4
Scored 8.4
Very good
44 reviews
Cleanliness 9.0
Deluxe Double Room
1 double bed
1 night, 2 adults
CNY 493
Price CNY 493
+CNY 136 taxes and charges
See availability","8.4
Scored 8.4
Very good
44 reviews",FUNPLACE BEACH,Himmafushi,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
CNY 471
Price CNY 471
+CNY 173 taxes and charges","Breakfast included
Kuri Beach View Inn
Opens in new window
OmadhooShow on map
8.7
Scored 8.7
Fabulous
29 reviews
Deluxe Double or Twin Room
1 double bed
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 471
Price CNY 471
+CNY 173 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
29 reviews",Kuri Beach View Inn,Omadhoo,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 411
Price CNY 411
+CNY 157 taxes and charges","Surf Deck
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
ThulusdhooShow on map
8.9
Scored 8.9
Fabulous
125 reviews
Location 9.7
Double or Twin Room with Sea View
2 single beds
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
CNY 411
Price CNY 411
+CNY 157 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
125 reviews",Surf Deck,Thulusdhoo,Double or Twin Room with Sea View,3 out of 5
,"1 night, 2 adults
CNY 471
Price CNY 471
+CNY 91 taxes and charges","Ontrack Travel
Opens in new window
Male CityShow on map
9.0
Scored 9.0
Superb
26 reviews
Apartment
Entire apartment • 1 bedroom • 1 bathroom • 1 kitchen • 11m²
1 large double bed
Free cancellation
Only 3 left at this price on our site
1 night, 2 adults
CNY 471
Price CNY 471
+CNY 91 taxes and charges
See availability","9.0
Scored 9.0
Superb
26 reviews",Ontrack Travel,Male City,Apartment,3 out of 5
,"1 night, 2 adults
CNY 381
Price CNY 381
+CNY 61 taxes and charges","Breakfast included
Daisy Cottage Dhangethi
Opens in new window
DhangethiShow on map
9.2
Scored 9.2
Superb
64 reviews
Location 9.5
Deluxe Room
1 large double bed
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
CNY 381
Price CNY 381
+CNY 61 taxes and charges
See availability","9.2
Scored 9.2
Superb
64 reviews",Daisy Cottage Dhangethi,Dhangethi,Deluxe Room,
,"1 night, 2 adults
CNY 610
Price CNY 610
Includes taxes and charges","Dive Residence - Fuvahmulah, Maldives
Opens in new window
FuvahmulahShow on map
9.0
Scored 9.0
Superb
1 review
Two-Bedroom Apartment
Entire apartment • 2 bedrooms • 1 living room • 2 bathrooms • 1 kitchen
3 beds (1 sofa bed, 2 large doubles)
Only 1 left at this price on our site
1 night, 2 adults
CNY 610
Price CNY 610
Includes taxes and charges
See availability","9.0
Scored 9.0
Superb
1 review","Dive Residence - Fuvahmulah, Maldives",Fuvahmulah,Two-Bedroom Apartment,
,"1 night, 2 adults
CNY 507
Price CNY 507
+CNY 106 taxes and charges","Breakfast included
Brickwood Veli
Opens in new window
RasduShow on map
9.4
Scored 9.4
Superb
9 reviews
Location 9.4
Deluxe Twin Room
Beds: 1 double or 2 singles
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
CNY 507
Price CNY 507
+CNY 106 taxes and charges
See availability","9.4
Scored 9.4
Superb
9 reviews",Brickwood Veli,Rasdu,Deluxe Twin Room,
,"1 night, 2 adults
CNY 379
Price CNY 379
+CNY 105 taxes and charges","Turquoise Residence by UI
Opens in new window
HulhumaleShow on map
5.6
Scored 5.6
Review score
166 reviews
DELUXE ROOM
1 double bed
1 night, 2 adults
CNY 379
Price CNY 379
+CNY 105 taxes and charges
See availability","5.6
Scored 5.6
Review score
166 reviews",Turquoise Residence by UI,Hulhumale,DELUXE ROOM,3 out of 5
,"1 night, 2 adults
CNY 384
Price CNY 384
+CNY 149 taxes and charges","Breakfast included
Nala Island Village
Opens in new window
MaafushiShow on map
7.9
Scored 7.9
Good
142 reviews
Deluxe Double Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
CNY 384
Price CNY 384
+CNY 149 taxes and charges
See availability","7.9
Scored 7.9
Good
142 reviews",Nala Island Village,Maafushi,Deluxe Double Room,
,"1 night, 2 adults
CNY 254
Price CNY 254
+CNY 84 taxes and charges","Breakfast included
La Isla Tropica
Opens in new window
GuraidhooShow on map
8.9
Scored 8.9
Fabulous
110 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 254
Price CNY 254
+CNY 84 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
110 reviews",La Isla Tropica,Guraidhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
CNY 201
Price CNY 201
+CNY 76 taxes and charges","Rashuthere Maldives
Opens in new window
RasduShow on map
8.2
Scored 8.2
Very good
67 reviews
Comfort Triple Room
2 beds (1 single, 1 double)
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
CNY 201
Price CNY 201
+CNY 76 taxes and charges
See availability","8.2
Scored 8.2
Very good
67 reviews",Rashuthere Maldives,Rasdu,Comfort Triple Room,3 out of 5
,"1 night, 2 adults
CNY 362
Price CNY 362
+CNY 58 taxes and charges","Breakfast included
TravelRim Maldives
Opens in new window
DhiffushiShow on map
7.1
Scored 7.1
Good
34 reviews
Standard Double Room
1 double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 362
Price CNY 362
+CNY 58 taxes and charges
See availability","7.1
Scored 7.1
Good
34 reviews",TravelRim Maldives,Dhiffushi,Standard Double Room,3 out of 5
,"1 night, 2 adults
CNY 303
Price CNY 303
+CNY 84 taxes and charges","Breakfast included
Palm Rest Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MagoodhooShow on map
7.7
Scored 7.7
Good
4 reviews
Standard Double or Twin Room
2 single beds
Breakfast included
Free cancellation
1 night, 2 adults
CNY 303
Price CNY 303
+CNY 84 taxes and charges
See availability","7.7
Scored 7.7
Good
4 reviews",Palm Rest Maldives,Magoodhoo,Standard Double or Twin Room,
,"1 night, 2 adults
CNY 528CNY 370
Original price CNY 528. Current price CNY 370.
+CNY 146 taxes and charges","Paradise Retreat, Maafushi
Opens in new window
MaafushiShow on map
7.5
Scored 7.5
Good
189 reviews
Deluxe Double Room
1 double bed
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 528CNY 370
Original price CNY 528. Current price CNY 370.
+CNY 146 taxes and charges
See availability","7.5
Scored 7.5
Good
189 reviews","Paradise Retreat, Maafushi",Maafushi,Deluxe Double Room,
,"1 night, 2 adults
CNY 652
Price CNY 652
+CNY 148 taxes and charges","Three Inn
Opens in new window
HulhumaleShow on map
6.8
Scored 6.8
Review score
267 reviews
Family Room
2 beds (1 single, 1 double)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
CNY 652
Price CNY 652
+CNY 148 taxes and charges
See availability","6.8
Scored 6.8
Review score
267 reviews",Three Inn,Hulhumale,Family Room,3 out of 5
,"1 night, 2 adults
CNY 724
Price CNY 724
+CNY 109 taxes and charges","Breakfast included
Empyrean Stay, Maldives
Opens in new window
ThulusdhooShow on map
9.4
Scored 9.4
Superb
41 reviews
Location 9.4
Double Room with Private Bathroom
1 double bed
Breakfast included
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
CNY 724
Price CNY 724
+CNY 109 taxes and charges
See availability","9.4
Scored 9.4
Superb
41 reviews","Empyrean Stay, Maldives",Thulusdhoo,Double Room with Private Bathroom,
,"1 night, 2 adults
CNY 826
Price CNY 826
+CNY 250 taxes and charges","Zero Degree Residence
Opens in new window
FuvahmulahShow on map
7.3
Scored 7.3
Good
4 reviews
Cleanliness 10
Deluxe Double or Twin Room
Multiple bed types
Only 1 room left at this price on our site
1 night, 2 adults
CNY 826
Price CNY 826
+CNY 250 taxes and charges
See availability","7.3
Scored 7.3
Good
4 reviews",Zero Degree Residence,Fuvahmulah,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 797
Price CNY 797
+CNY 171 taxes and charges","Breakfast included
Kahanbu Ocean View
Opens in new window
ThulusdhooShow on map
9.4
Scored 9.4
Superb
48 reviews
Cleanliness 9.6
Deluxe Double Room with Sea View
1 large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 797
Price CNY 797
+CNY 171 taxes and charges
See availability","9.4
Scored 9.4
Superb
48 reviews",Kahanbu Ocean View,Thulusdhoo,Deluxe Double Room with Sea View,3 out of 5
,"1 night, 2 adults
CNY 1,252
Price CNY 1,252
+CNY 200 taxes and charges","Luxury 3 Room Apartment by Oboe
Opens in new window
Male CityShow on map
8.6
Scored 8.6
Fabulous
94 reviews
Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 90m²
4 beds (2 doubles, 1 sofa bed, 1 large double)
Free cancellation
Only 1 left at this price on our site
1 night, 2 adults
CNY 1,252
Price CNY 1,252
+CNY 200 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
94 reviews",Luxury 3 Room Apartment by Oboe,Male City,Three-Bedroom Apartment,4 out of 5
,"1 night, 2 adults
CNY 12,715
Price CNY 12,715
+CNY 17,009 taxes and charges","Breakfast included
The Ritz-Carlton Maldives, Fari Islands
Opens in new window
North Male AtollShow on map
8.6
Scored 8.6
Fabulous
28 reviews
Location 9.3
Ocean Pool Villa
1 extra-large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
CNY 12,715
Price CNY 12,715
+CNY 17,009 taxes and charges
See availability","8.6
Scored 8.6
Fabulous
28 reviews","The Ritz-Carlton Maldives, Fari Islands",North Male Atoll,Ocean Pool Villa,5 out of 5
,"1 night, 2 adults
CNY 516
Price CNY 516
+CNY 126 taxes and charges","Beach Breeze and Spa
Opens in new window
HulhumaleShow on map
8.3
Scored 8.3
Very good
296 reviews
Standard Double Room
1 extra-large double bed
1 night, 2 adults
CNY 516
Price CNY 516
+CNY 126 taxes and charges
See availability","8.3
Scored 8.3
Very good
296 reviews",Beach Breeze and Spa,Hulhumale,Standard Double Room,3 out of 5
,"1 night, 2 adults
CNY 522
Price CNY 522
+CNY 99 taxes and charges","Breakfast included
The Wave Dhigurah
Opens in new window
DhigurahShow on map
9.5
Scored 9.5
Exceptional
2 reviews
Deluxe Double or Twin Room
2 beds (1 single, 1 large double)
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
CNY 522
Price CNY 522
+CNY 99 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
2 reviews",The Wave Dhigurah,Dhigurah,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 6,810CNY 2,384
Original price CNY 6,810. Current price CNY 2,384.
+CNY 745 taxes and charges","All-inclusive
Ifuru Island Resort Maldives - 24-Hours Premium All-inclusive with Free Domestic Transfer
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Raa AtollShow on map
9.4
Scored 9.4
Superb
12 reviews
Sunset Sky Suite - Free Transfers & Free Upgrade
Private suite
2 beds (1 sofa bed, 1 large double)
All-inclusive
Free cancellation
No prepayment needed – pay at the property
Only 2 left at this price on our site
1 night, 2 adults
CNY 6,810CNY 2,384
Original price CNY 6,810. Current price CNY 2,384.
+CNY 745 taxes and charges
See availability","9.4
Scored 9.4
Superb
12 reviews",Ifuru Island Resort Maldives - 24-Hours Premium All-inclusive with Free Domestic Transfer,Raa Atoll,Sunset Sky Suite - Free Transfers & Free Upgrade,5 out of 5
,"1 night, 2 adults
CNY 352
Price CNY 352
+CNY 141 taxes and charges","Island scuba inn
Opens in new window
DhangethiShow on map
9.1
Scored 9.1
Superb
14 reviews
Deluxe Double Room
Multiple bed types
Only 5 rooms left at this price on our site
1 night, 2 adults
CNY 352
Price CNY 352
+CNY 141 taxes and charges
See availability","9.1
Scored 9.1
Superb
14 reviews",Island scuba inn,Dhangethi,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
CNY 507
Price CNY 507
+CNY 183 taxes and charges","Breakfast included
Dhoani Inn
Opens in new window
ThoddooShow on map
8.5
Scored 8.5
Very good
2 reviews
Deluxe Double Room with Shower
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 507
Price CNY 507
+CNY 183 taxes and charges
See availability","8.5
Scored 8.5
Very good
2 reviews",Dhoani Inn,Thoddoo,Deluxe Double Room with Shower,3 out of 5
,"1 night, 2 adults
CNY 3,115
Price CNY 3,115
+CNY 6,743 taxes and charges","Breakfast included
Mercure Maldives Kooddoo Resort
Opens in new window
Gaafu Alifu AtollShow on map
9.3
Scored 9.3
Superb
15 reviews
Beach Villa
Entire villa • 1 bathroom • 67m²
1 large double bed
Breakfast included
Only 7 left at this price on our site
1 night, 2 adults
CNY 3,115
Price CNY 3,115
+CNY 6,743 taxes and charges
See availability","9.3
Scored 9.3
Superb
15 reviews",Mercure Maldives Kooddoo Resort,Gaafu Alifu Atoll,Beach Villa,4 out of 5
,"1 night, 2 adults
CNY 359
Price CNY 359
Includes taxes and charges","Breakfast included
Holiday Home Himmafushi
Opens in new window
HimmafushiShow on map
8.6
Scored 8.6
Fabulous
57 reviews
Cleanliness 8.9
Double Room with Private Bathroom
2 single beds
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 359
Price CNY 359
Includes taxes and charges
See availability","8.6
Scored 8.6
Fabulous
57 reviews",Holiday Home Himmafushi,Himmafushi,Double Room with Private Bathroom,3 out of 5
,"1 night, 2 adults
CNY 528CNY 502
Original price CNY 528. Current price CNY 502.
+CNY 80 taxes and charges","Breakfast included
Sky View by Relax Tours
Opens in new window
DhangethiShow on map
9.7
Scored 9.7
Exceptional
95 reviews
Cleanliness 9.7
Deluxe Double Room
1 extra-large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 528CNY 502
Original price CNY 528. Current price CNY 502.
+CNY 80 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
95 reviews",Sky View by Relax Tours,Dhangethi,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
CNY 887
Price CNY 887
+CNY 288 taxes and charges","Seasalter Maldives
Opens in new window
HulhumaleShow on map
7.8
Scored 7.8
Good
139 reviews
Deluxe Double Room (Free Return Airport Transfer and 10% off on Food & Beverage)
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 887
Price CNY 887
+CNY 288 taxes and charges
See availability","7.8
Scored 7.8
Good
139 reviews",Seasalter Maldives,Hulhumale,Deluxe Double Room (Free Return Airport Transfer and 10% off on Food & Beverage),4 out of 5
,"1 night, 2 adults
CNY 688
Price CNY 688
+CNY 110 taxes and charges","Breakfast included
Moodhukoe
Opens in new window
Male CityShow on map
8.5
Scored 8.5
Very good
19 reviews
Deluxe Double Room (2 Adults + 1 Child)
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site
1 night, 2 adults
CNY 688
Price CNY 688
+CNY 110 taxes and charges
See availability","8.5
Scored 8.5
Very good
19 reviews",Moodhukoe,Male City,Deluxe Double Room (2 Adults + 1 Child),
,"1 night, 2 adults
CNY 12,316
Price CNY 12,316
+CNY 3,486 taxes and charges","Breakfast included
Four Seasons Resort Maldives at Landaa Giraavaru
Opens in new window
Baa AtollShow on map
Sustainability certification
9.6
Scored 9.6
Exceptional
43 reviews
Location 9.9
Premier Oceanfront King Bungalow with Pool
Entire bungalow • 1 bedroom • 1 bathroom • 75m²
1 extra-large double bed
Breakfast included
1 night, 2 adults
CNY 12,316
Price CNY 12,316
+CNY 3,486 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
43 reviews",Four Seasons Resort Maldives at Landaa Giraavaru,Baa Atoll,Premier Oceanfront King Bungalow with Pool,5 out of 5
,"1 night, 2 adults
CNY 435
Price CNY 435
+CNY 83 taxes and charges","Breakfast included
Rin'dha Retreats
Opens in new window
OmadhooShow on map
7.0
Scored 7.0
Good
2 reviews
Location 10
Double Room with Private Bathroom
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 435
Price CNY 435
+CNY 83 taxes and charges
See availability","7.0
Scored 7.0
Good
2 reviews",Rin'dha Retreats,Omadhoo,Double Room with Private Bathroom,
,"1 night, 2 adults
CNY 543CNY 435
Original price CNY 543. Current price CNY 435.
+CNY 87 taxes and charges","Jerrys Dive Lodge Rasdhoo
Opens in new window
RasduShow on map
9.1
Scored 9.1
Superb
17 reviews
Getaway Deal
Double or Twin Room with Private Bathroom
Multiple bed types
Only 1 room left at this price on our site
1 night, 2 adults
CNY 543CNY 435
Original price CNY 543. Current price CNY 435.
+CNY 87 taxes and charges
See availability","9.1
Scored 9.1
Superb
17 reviews",Jerrys Dive Lodge Rasdhoo,Rasdu,Double or Twin Room with Private Bathroom,3 out of 5
,"1 night, 2 adults
CNY 3,256
Price CNY 3,256
+CNY 899 taxes and charges","Breakfast included
Kagi Maldives Resort & Spa
Opens in new window
North Male AtollShow on map
9.5
Scored 9.5
Exceptional
340 reviews
Cleanliness 9.8
Beach Pool Villa
Entire villa • 1 bedroom • 1 bathroom • 105m²
1 large double bed
Breakfast included
1 night, 2 adults
CNY 3,256
Price CNY 3,256
+CNY 899 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
340 reviews",Kagi Maldives Resort & Spa,North Male Atoll,Beach Pool Villa,5 out of 5
,"1 night, 2 adults
CNY 472
Price CNY 472
+CNY 76 taxes and charges","Breakfast included
Atoll Residence Dhangethi
Opens in new window
DhangethiShow on map
9.1
Scored 9.1
Superb
63 reviews
Location 9.7
Double Room with Balcony
1 large double bed
Breakfast included
1 night, 2 adults
CNY 472
Price CNY 472
+CNY 76 taxes and charges
See availability","9.1
Scored 9.1
Superb
63 reviews",Atoll Residence Dhangethi,Dhangethi,Double Room with Balcony,
,"1 night, 2 adults
CNY 724
Price CNY 724
+CNY 243 taxes and charges","Alkina lodge
Opens in new window
FulidhooShow on map
8.3
Scored 8.3
Very good
70 reviews
Deluxe Double or Twin Room
2 double beds
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
CNY 724
Price CNY 724
+CNY 243 taxes and charges
See availability","8.3
Scored 8.3
Very good
70 reviews",Alkina lodge,Fulidhoo,Deluxe Double or Twin Room,
,"1 night, 2 adults
CNY 326
Price CNY 326
+CNY 96 taxes and charges","Breakfast included
Kaafu Inn Guraidhoo
Opens in new window
GuraidhooShow on map
9.5
Scored 9.5
Exceptional
29 reviews
Cleanliness 9.5
Standard Double Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 326
Price CNY 326
+CNY 96 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
29 reviews",Kaafu Inn Guraidhoo,Guraidhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
CNY 456
Price CNY 456
+CNY 116 taxes and charges","Hedheykuri Residence Fuvahmulah
Opens in new window
FuvahmulahShow on map
9.6
Scored 9.6
Exceptional
26 reviews
Cleanliness 9.7
Family Room with Private Bathroom
1 large double bed
Only 1 room left at this price on our site
1 night, 2 adults
CNY 456
Price CNY 456
+CNY 116 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
26 reviews",Hedheykuri Residence Fuvahmulah,Fuvahmulah,Family Room with Private Bathroom,3 out of 5
,"1 night, 2 adults
CNY 282
Price CNY 282
+CNY 121 taxes and charges","Breakfast included
Pelican Beach Maafushi
Opens in new window
MaafushiShow on map
8.0
Scored 8.0
Very good
309 reviews
Deluxe Double Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
CNY 282
Price CNY 282
+CNY 121 taxes and charges
See availability","8.0
Scored 8.0
Very good
309 reviews",Pelican Beach Maafushi,Maafushi,Deluxe Double Room,
,"1 night, 2 adults
CNY 237
Price CNY 237
+CNY 66 taxes and charges","Mikado Surf Camp
Opens in new window
ThimarafushiShow on map
8.4
Scored 8.4
Very good
5 reviews
Deluxe Double Room (2 Adults + 1 Child)
2 double beds
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 237
Price CNY 237
+CNY 66 taxes and charges
See availability","8.4
Scored 8.4
Very good
5 reviews",Mikado Surf Camp,Thimarafushi,Deluxe Double Room (2 Adults + 1 Child),
,"1 night, 2 adults
CNY 972
Price CNY 972
+CNY 312 taxes and charges","Dream Inn Sun Beach Hotel Maldives
Opens in new window
ThulusdhooShow on map
8.4
Scored 8.4
Very good
53 reviews
Cleanliness 8.5
Deluxe Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
CNY 972
Price CNY 972
+CNY 312 taxes and charges
See availability","8.4
Scored 8.4
Very good
53 reviews",Dream Inn Sun Beach Hotel Maldives,Thulusdhoo,Deluxe Room,3 out of 5
,"1 night, 2 adults
CNY 415
Price CNY 415
+CNY 158 taxes and charges","Beach Palace
Opens in new window
HulhumaleShow on map
5.7
Scored 5.7
Review score
260 reviews
Deluxe Double Room with Balcony
1 double bed
Free cancellation
1 night, 2 adults
CNY 415
Price CNY 415
+CNY 158 taxes and charges
See availability","5.7
Scored 5.7
Review score
260 reviews",Beach Palace,Hulhumale,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
CNY 360
Price CNY 360
+CNY 99 taxes and charges","Breakfast included
Ras Village
Opens in new window
RasduShow on map
8.9
Scored 8.9
Fabulous
63 reviews
Location 9.6
Deluxe Double or Twin Room
Beds: 1 double or 2 singles
Breakfast included
1 night, 2 adults
CNY 360
Price CNY 360
+CNY 99 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
63 reviews",Ras Village,Rasdu,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 468
Price CNY 468
+CNY 129 taxes and charges","Banyan Villa Maldives Dhangethi
Opens in new window
DhangethiShow on map
8.9
Scored 8.9
Fabulous
22 reviews
Location 9.4
Deluxe Double or Twin Room with Garden View
1 double bed
Free cancellation
1 night, 2 adults
CNY 468
Price CNY 468
+CNY 129 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
22 reviews",Banyan Villa Maldives Dhangethi,Dhangethi,Deluxe Double or Twin Room with Garden View,3 out of 5
,"1 night, 2 adults
CNY 456CNY 365
Original price CNY 456. Current price CNY 365.
+CNY 144 taxes and charges","Breakfast included
Batuta Maldives Fourson
Opens in new window
ThulusdhooShow on map
7.7
Scored 7.7
Good
75 reviews
Budget Double or Twin Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
CNY 456CNY 365
Original price CNY 456. Current price CNY 365.
+CNY 144 taxes and charges
See availability","7.7
Scored 7.7
Good
75 reviews",Batuta Maldives Fourson,Thulusdhoo,Budget Double or Twin Room,3 out of 5
,"1 night, 2 adults
CNY 546
Price CNY 546
+CNY 151 taxes and charges","Acacia Beach Hotel
Opens in new window
HulhumaleShow on map
7.8
Scored 7.8
Good
133 reviews
Deluxe Double Room
1 double bed
Free cancellation
1 night, 2 adults
CNY 546
Price CNY 546
+CNY 151 taxes and charges
See availability","7.8
Scored 7.8
Good
133 reviews",Acacia Beach Hotel,Hulhumale,Deluxe Double Room,3 out of 5
