conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
US$70
Price US$70","Breakfast included
Brickwood Veli
Opens in new window
RasduShow on map
9.4
Scored 9.4
Superb
8 reviews
Location 9.4
Deluxe Twin Room
Beds: 1 double or 2 singles
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
US$70
Price US$70
See availability","9.4
Scored 9.4
Superb
8 reviews",Brickwood Veli,Rasdu,Deluxe Twin Room,
,"1 night, 2 adults
US$38
Price US$38","White Sand Inn
Opens in new window
MaamigiliShow on map
9.0
Scored 9.0
Superb
6 reviews
Location 10
Double Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$38
Price US$38
See availability","9.0
Scored 9.0
Superb
6 reviews",White Sand Inn,Maamigili,Double Room,
,"1 night, 2 adults
US$50
Price US$50","Breakfast included
Rindali Maldives Maaenboodhoo
Opens in new window
Dhaalu AtollShow on map
9.8
Scored 9.8
Exceptional
9 reviews
Location 9.4
Double Room with Garden View
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
US$50
Price US$50
See availability","9.8
Scored 9.8
Exceptional
9 reviews",Rindali Maldives Maaenboodhoo,Dhaalu Atoll,Double Room with Garden View,
,"1 night, 2 adults
US$1,019
Price US$1,019","Breakfast included
Six Senses Kanuhura
Opens in new window
Lhaviyani AtollShow on map
9.6
Scored 9.6
Exceptional
5 reviews
Location 10
Beach Villa
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 936.5feet²
2 beds (1 sofa bed, 1 large double)
Breakfast included
Only 2 left at this price on our site
1 night, 2 adults
US$1,019
Price US$1,019
See availability","9.6
Scored 9.6
Exceptional
5 reviews",Six Senses Kanuhura,Lhaviyani Atoll,Beach Villa,
,"1 night, 2 adults
US$115US$80
Original price US$115. Current price US$80.","Ripple Beach Inn
Opens in new window
HulhumaleShow on map
7.3
Scored 7.3
Good
157 reviews
Deluxe Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$115US$80
Original price US$115. Current price US$80.
See availability","7.3
Scored 7.3
Good
157 reviews",Ripple Beach Inn,Hulhumale,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$457
Price US$457","Breakfast included
Kagi Maldives Resort & Spa
Opens in new window
North Male AtollShow on map
9.5
Scored 9.5
Exceptional
337 reviews
Location 9.5
Beach Pool Villa
Entire villa • 1 bedroom • 1 bathroom • 1,130.2feet²
1 large double bed
Breakfast included
1 night, 2 adults
US$457
Price US$457
See availability","9.5
Scored 9.5
Exceptional
337 reviews",Kagi Maldives Resort & Spa,North Male Atoll,Beach Pool Villa,5 out of 5
,"1 night, 2 adults
US$257
Price US$257","Island Break
Opens in new window
FulidhooShow on map
9.6
Scored 9.6
Exceptional
81 reviews
Location 9.4
Triple Room with Bathroom
2 large double beds
Only 1 room left at this price on our site
1 night, 2 adults
US$257
Price US$257
See availability","9.6
Scored 9.6
Exceptional
81 reviews",Island Break,Fulidhoo,Triple Room with Bathroom,3 out of 5
,"1 night, 2 adults
US$62
Price US$62","Breakfast included
Holiday Home Himmafushi
Opens in new window
HimmafushiShow on map
8.6
Scored 8.6
Fabulous
52 reviews
Double Room with Private Bathroom
2 single beds
Breakfast included
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
US$62
Price US$62
See availability","8.6
Scored 8.6
Fabulous
52 reviews",Holiday Home Himmafushi,Himmafushi,Double Room with Private Bathroom,3 out of 5
,"1 night, 2 adults
US$95
Price US$95","Rasdhoo Coralville
Opens in new window
RasduShow on map
8.5
Scored 8.5
Very good
37 reviews
Location 9.4
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$95
Price US$95
See availability","8.5
Scored 8.5
Very good
37 reviews",Rasdhoo Coralville,Rasdu,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$51
Price US$51","Tropical stay Thulusdhoo
Opens in new window
ThulusdhooShow on map
9.3
Scored 9.3
Superb
20 reviews
Double Room with Private Bathroom
1 large double bed
Only 2 rooms left at this price on our site
1 night, 2 adults
US$51
Price US$51
See availability","9.3
Scored 9.3
Superb
20 reviews",Tropical stay Thulusdhoo,Thulusdhoo,Double Room with Private Bathroom,
,"1 night, 2 adults
US$75
Price US$75","Breakfast included
Twin Palms Surfhouse
Opens in new window
ThulusdhooShow on map
9.0
Scored 9.0
Superb
43 reviews
Deluxe Double or Twin Room with Balcony
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$75
Price US$75
See availability","9.0
Scored 9.0
Superb
43 reviews",Twin Palms Surfhouse,Thulusdhoo,Deluxe Double or Twin Room with Balcony,
,"1 night, 2 adults
US$1,700
Price US$1,700","Breakfast included
Four Seasons Resort Maldives at Landaa Giraavaru
Opens in new window
Baa AtollShow on map
Sustainability certification
9.5
Scored 9.5
Exceptional
46 reviews
Location 9.9
Premier Oceanfront King Bungalow with Pool
Entire bungalow • 1 bedroom • 1 bathroom • 807.3feet²
1 extra-large double bed
Breakfast included
1 night, 2 adults
US$1,700
Price US$1,700
See availability","9.5
Scored 9.5
Exceptional
46 reviews",Four Seasons Resort Maldives at Landaa Giraavaru,Baa Atoll,Premier Oceanfront King Bungalow with Pool,5 out of 5
,"1 night, 2 adults
US$33
Price US$33","Mikado Surf Camp
Opens in new window
ThimarafushiShow on map
8.4
Scored 8.4
Very good
5 reviews
Deluxe Double Room (2 Adults + 1 Child)
2 double beds
Only 7 rooms left at this price on our site
1 night, 2 adults
US$33
Price US$33
See availability","8.4
Scored 8.4
Very good
5 reviews",Mikado Surf Camp,Thimarafushi,Deluxe Double Room (2 Adults + 1 Child),
,"1 night, 2 adults
US$57
Price US$57","Surf Deck
Opens in new window
ThulusdhooShow on map
8.9
Scored 8.9
Fabulous
121 reviews
Location 9.7
Double or Twin Room with Sea View
2 single beds
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
US$57
Price US$57
See availability","8.9
Scored 8.9
Fabulous
121 reviews",Surf Deck,Thulusdhoo,Double or Twin Room with Sea View,3 out of 5
,"1 night, 2 adults
US$997US$897
Original price US$997. Current price US$897.","All-inclusive
Adaaran Prestige Water Villas - with 24hrs Premium All Inclusive
Opens in new window
Raa AtollShow on map
9.4
Scored 9.4
Superb
87 reviews
Location 9.5
Villa with Jacuzzi - Premium Beverages and Sunset Fishing
Entire villa • 1 bedroom • 1 bathroom • 904.2feet²
1 large double bed
All-inclusive
Free cancellation
Only 5 left at this price on our site
1 night, 2 adults
US$997US$897
Original price US$997. Current price US$897.
See availability","9.4
Scored 9.4
Superb
87 reviews",Adaaran Prestige Water Villas - with 24hrs Premium All Inclusive,Raa Atoll,Villa with Jacuzzi - Premium Beverages and Sunset Fishing,5 out of 5
,"1 night, 2 adults
US$65
Price US$65","Island Zephyr
Opens in new window
Baa AtollShow on map
9.4
Scored 9.4
Superb
27 reviews
Location 9.3
Double Room
1 double bed
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
US$65
Price US$65
See availability","9.4
Scored 9.4
Superb
27 reviews",Island Zephyr,Baa Atoll,Double Room,3 out of 5
,"1 night, 2 adults
US$180
Price US$180","Relax Villa
Opens in new window
ThoddooShow on map
9.4
Scored 9.4
Superb
18 reviews
Location 9.9
Duplex Apartment
Entire apartment • 2 bedrooms • 1 living room • 1 bathroom
4 beds (2 singles, 1 extra-large double, 1 sofa bed)
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$180
Price US$180
See availability","9.4
Scored 9.4
Superb
18 reviews",Relax Villa,Thoddoo,Duplex Apartment,
,"1 night, 2 adults
US$53
Price US$53","Cerulean View Residence
Opens in new window
HanimaadhooShow on map
9.5
Scored 9.5
Exceptional
10 reviews
Location 9.8
Standard Double Room
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$53
Price US$53
See availability","9.5
Scored 9.5
Exceptional
10 reviews",Cerulean View Residence,Hanimaadhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$68US$54
Original price US$68. Current price US$54.","Breakfast included
Batuta Maldives Fourson
Opens in new window
ThulusdhooShow on map
7.7
Scored 7.7
Good
71 reviews
Double Room
1 double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
US$68US$54
Original price US$68. Current price US$54.
See availability","7.7
Scored 7.7
Good
71 reviews",Batuta Maldives Fourson,Thulusdhoo,Double Room,3 out of 5
,"1 night, 2 adults
US$90
Price US$90","Breakfast included
Tranquila Beach Hotel
Opens in new window
RasduShow on map
7.5
Scored 7.5
Good
13 reviews
Deluxe Double Room with Balcony and Sea View
1 double bed
Breakfast included
Free cancellation
Only 4 rooms left at this price on our site
1 night, 2 adults
US$90
Price US$90
See availability","7.5
Scored 7.5
Good
13 reviews",Tranquila Beach Hotel,Rasdu,Deluxe Double Room with Balcony and Sea View,
,"1 night, 2 adults
US$90US$54
Original price US$90. Current price US$54.","Faza View Inn, Maafushi
Opens in new window
MaafushiShow on map
8.7
Scored 8.7
Fabulous
142 reviews
Deluxe Double or Twin Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
US$90US$54
Original price US$90. Current price US$54.
See availability","8.7
Scored 8.7
Fabulous
142 reviews","Faza View Inn, Maafushi",Maafushi,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$92
Price US$92","Breakfast included
Crystal Sands Villa
Opens in new window
MaafushiShow on map
6.1
Scored 6.1
Review score
61 reviews
DELUXE ROOM SEA VIEW
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$92
Price US$92
See availability","6.1
Scored 6.1
Review score
61 reviews",Crystal Sands Villa,Maafushi,DELUXE ROOM SEA VIEW,3 out of 5
,"1 night, 2 adults
US$61
Price US$61","FUNPLACE BEACH
Opens in new window
HimmafushiShow on map
8.4
Scored 8.4
Very good
43 reviews
Deluxe Double Room
1 double bed
1 night, 2 adults
US$61
Price US$61
See availability","8.4
Scored 8.4
Very good
43 reviews",FUNPLACE BEACH,Himmafushi,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$73US$69
Original price US$73. Current price US$69.","Breakfast included
Sky View by Relax Tours
Opens in new window
DhangethiShow on map
9.7
Scored 9.7
Exceptional
93 reviews
Location 9.8
Deluxe Double Room
1 extra-large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$73US$69
Original price US$73. Current price US$69.
See availability","9.7
Scored 9.7
Exceptional
93 reviews",Sky View by Relax Tours,Dhangethi,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$45
Price US$45","Noomuraka Inn
Opens in new window
OmadhooShow on map
9.5
Scored 9.5
Exceptional
106 reviews
Location 9.7
Standard Double Room
2 single beds
Only 1 room left at this price on our site
1 night, 2 adults
US$45
Price US$45
See availability","9.5
Scored 9.5
Exceptional
106 reviews",Noomuraka Inn,Omadhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$96US$48
Original price US$96. Current price US$48.","Maamadi Boutique
Opens in new window
MaafushiShow on map
7.9
Scored 7.9
Good
197 reviews
Superior Double Room
1 large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
US$96US$48
Original price US$96. Current price US$48.
See availability","7.9
Scored 7.9
Good
197 reviews",Maamadi Boutique,Maafushi,Superior Double Room,3 out of 5
,"1 night, 2 adults
US$88
Price US$88","Maaniya Palace
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MaamigiliShow on map
7.0
Scored 7.0
Good
1 review
Deluxe Double Room with Balcony
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$88
Price US$88
See availability","7.0
Scored 7.0
Good
1 review",Maaniya Palace,Maamigili,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
US$189US$170
Original price US$189. Current price US$170.","Breakfast included
Pearl Sands of Maldives
Opens in new window
North Male AtollShow on map
8.8
Scored 8.8
Fabulous
144 reviews
Deluxe Double Room
1 extra-large double bed
Breakfast included
1 night, 2 adults
US$189US$170
Original price US$189. Current price US$170.
See availability","8.8
Scored 8.8
Fabulous
144 reviews",Pearl Sands of Maldives,North Male Atoll,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$40
Price US$40","Rashuthere Maldives
Opens in new window
RasduShow on map
8.2
Scored 8.2
Very good
66 reviews
Double or Twin Room
2 single beds
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
US$40
Price US$40
See availability","8.2
Scored 8.2
Very good
66 reviews",Rashuthere Maldives,Rasdu,Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$63
Price US$63","Breakfast included
LETS GO HURAA
Opens in new window
HuraaShow on map
9.3
Scored 9.3
Superb
36 reviews
Location 9.4
Deluxe Double or Twin Room
3 beds (1 double, 2 large doubles)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$63
Price US$63
See availability","9.3
Scored 9.3
Superb
36 reviews",LETS GO HURAA,Huraa,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$57
Price US$57","Midsummer Thulusdhoo
Opens in new window
ThulusdhooShow on map
9.2
Scored 9.2
Superb
93 reviews
Deluxe Double or Twin Room
Beds: 1 double or 2 singles
Only 1 room left at this price on our site
1 night, 2 adults
US$57
Price US$57
See availability","9.2
Scored 9.2
Superb
93 reviews",Midsummer Thulusdhoo,Thulusdhoo,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$45
Price US$45","Breakfast included
Hanifaru Transit Inn
Opens in new window
DharavandhooShow on map
9.7
Scored 9.7
Exceptional
63 reviews
Location 9.4
Deluxe Double Room
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$45
Price US$45
See availability","9.7
Scored 9.7
Exceptional
63 reviews",Hanifaru Transit Inn,Dharavandhoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$75
Price US$75","Jerrys Dive Lodge Rasdhoo
Opens in new window
RasduShow on map
9.1
Scored 9.1
Superb
17 reviews
Double or Twin Room with Private Bathroom
Multiple bed types
Only 2 rooms left at this price on our site
1 night, 2 adults
US$75
Price US$75
See availability","9.1
Scored 9.1
Superb
17 reviews",Jerrys Dive Lodge Rasdhoo,Rasdu,Double or Twin Room with Private Bathroom,3 out of 5
,"1 night, 2 adults
US$90
Price US$90","Three Inn
Opens in new window
HulhumaleShow on map
6.8
Scored 6.8
Review score
263 reviews
Deluxe Room
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$90
Price US$90
See availability","6.8
Scored 6.8
Review score
263 reviews",Three Inn,Hulhumale,Deluxe Room,3 out of 5
,"1 night, 2 adults
US$45
Price US$45","Breakfast included
Royal Reef Stay
Opens in new window
MathiveriShow on map
9.0
Scored 9.0
Superb
43 reviews
Location 9.7
Double Room with Garden View
1 double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
US$45
Price US$45
See availability","9.0
Scored 9.0
Superb
43 reviews",Royal Reef Stay,Mathiveri,Double Room with Garden View,3 out of 5
,"1 night, 2 adults
US$202
Price US$202","Luxury 3 Room Apartment by Oboe
Opens in new window
Male CityShow on map
8.6
Scored 8.6
Fabulous
91 reviews
Three-Bedroom Apartment
Entire apartment • 3 bedrooms • 1 living room • 3 bathrooms • 1 kitchen • 968.8feet²
4 beds (2 doubles, 1 sofa bed, 1 large double)
Free cancellation
Only 1 left at this price on our site
1 night, 2 adults
US$202
Price US$202
See availability","8.6
Scored 8.6
Fabulous
91 reviews",Luxury 3 Room Apartment by Oboe,Male City,Three-Bedroom Apartment,4 out of 5
,"1 night, 2 adults
US$53
Price US$53","Breakfast included
Daisy Cottage Dhangethi
Opens in new window
DhangethiShow on map
9.3
Scored 9.3
Superb
66 reviews
Location 9.6
Deluxe Room
1 large double bed
Breakfast included
Only 4 rooms left at this price on our site
1 night, 2 adults
US$53
Price US$53
See availability","9.3
Scored 9.3
Superb
66 reviews",Daisy Cottage Dhangethi,Dhangethi,Deluxe Room,
,"1 night, 2 adults
US$42
Price US$42","Raalhu Dhangethi
Opens in new window
DhangethiShow on map
9.7
Scored 9.7
Exceptional
27 reviews
Location 9.6
Budget Double Room
1 double bed
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$42
Price US$42
See availability","9.7
Scored 9.7
Exceptional
27 reviews",Raalhu Dhangethi,Dhangethi,Budget Double Room,3 out of 5
,"1 night, 2 adults
US$49
Price US$49","Island scuba inn
Opens in new window
DhangethiShow on map
9.1
Scored 9.1
Superb
14 reviews
Deluxe Double Room
Multiple bed types
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
US$49
Price US$49
See availability","9.1
Scored 9.1
Superb
14 reviews",Island scuba inn,Dhangethi,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$2,205
Price US$2,205","Breakfast included
The Ritz-Carlton Maldives, Fari Islands
Opens in new window
North Male AtollShow on map
8.6
Scored 8.6
Fabulous
28 reviews
Location 9.3
Ocean Pool Villa
1 extra-large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
US$2,205
Price US$2,205
See availability","8.6
Scored 8.6
Fabulous
28 reviews","The Ritz-Carlton Maldives, Fari Islands",North Male Atoll,Ocean Pool Villa,5 out of 5
,"1 night, 2 adults
US$542
Price US$542","Dinner included
Taj Coral Reef Resort & Spa - Premium All Inclusive with Free Transfers
Opens in new window
North Male AtollShow on map
Sustainability certification
8.7
Scored 8.7
Fabulous
154 reviews
Villa Superior
Dinner included
Free cancellation
1 night, 2 adults
US$542
Price US$542
See availability","8.7
Scored 8.7
Fabulous
154 reviews",Taj Coral Reef Resort & Spa - Premium All Inclusive with Free Transfers,North Male Atoll,Villa Superior,5 out of 5
,"1 night, 2 adults
US$65
Price US$65","Breakfast included
Kuri Beach View Inn
Opens in new window
OmadhooShow on map
8.7
Scored 8.7
Fabulous
29 reviews
Deluxe Double or Twin Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$65
Price US$65
See availability","8.7
Scored 8.7
Fabulous
29 reviews",Kuri Beach View Inn,Omadhoo,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$65
Price US$65","Breakfast included
TravelRim Maldives
Opens in new window
DhiffushiShow on map
6.9
Scored 6.9
Review score
32 reviews
Standard Double Room
1 double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
US$65
Price US$65
See availability","6.9
Scored 6.9
Review score
32 reviews",TravelRim Maldives,Dhiffushi,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$230
Price US$230","Jen Maldives Male by Shangri-La
Opens in new window
Male CityShow on map
7.3
Scored 7.3
Good
357 reviews
Deluxe Queen Room (Free Return Airport Transfer, Complimentary Wifi & 10% off on Spa)
1 large double bed
1 night, 2 adults
US$230
Price US$230
See availability","7.3
Scored 7.3
Good
357 reviews",Jen Maldives Male by Shangri-La,Male City,"Deluxe Queen Room (Free Return Airport Transfer, Complimentary Wifi & 10% off on Spa)",4 out of 5
,"1 night, 2 adults
US$106
Price US$106","Breakfast included
Kudhi Boli Beach House
Opens in new window
ThulusdhooShow on map
9.2
Scored 9.2
Superb
79 reviews
Location 9.6
Standard Family Room
3 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
US$106
Price US$106
See availability","9.2
Scored 9.2
Superb
79 reviews",Kudhi Boli Beach House,Thulusdhoo,Standard Family Room,3 out of 5
,"1 night, 2 adults
US$71
Price US$71","Breakfast included
Villa Kudì Maldives Guest House Thulusdhoo
Opens in new window
ThulusdhooShow on map
9.5
Scored 9.5
Exceptional
120 reviews
Location 9.3
Queen Room
1 large double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
US$71
Price US$71
See availability","9.5
Scored 9.5
Exceptional
120 reviews",Villa Kudì Maldives Guest House Thulusdhoo,Thulusdhoo,Queen Room,3 out of 5
,"1 night, 2 adults
US$38
Price US$38","Salt Beach Hotel
Opens in new window
MaafushiShow on map
8.0
Scored 8.0
Very good
313 reviews
Location 9.4
Standard Double Room with no Window
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$38
Price US$38
See availability","8.0
Scored 8.0
Very good
313 reviews",Salt Beach Hotel,Maafushi,Standard Double Room with no Window,3 out of 5
,"1 night, 2 adults
US$54
Price US$54","Manta Dhangethi
Opens in new window
DhangethiShow on map
9.2
Scored 9.2
Superb
63 reviews
Location 9.7
Deluxe Double Room
1 double bed
Only 4 rooms left at this price on our site
1 night, 2 adults
US$54
Price US$54
See availability","9.2
Scored 9.2
Superb
63 reviews",Manta Dhangethi,Dhangethi,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$80
Price US$80","Breakfast included
Dhoadhi Retreat
Opens in new window
ThulusdhooShow on map
8.1
Scored 8.1
Very good
37 reviews
Double or Twin Room
2 single beds
Breakfast included
Only 6 rooms left at this price on our site
1 night, 2 adults
US$80
Price US$80
See availability","8.1
Scored 8.1
Very good
37 reviews",Dhoadhi Retreat,Thulusdhoo,Double or Twin Room,3 out of 5
,"1 night, 2 adults
US$100US$50
Original price US$100. Current price US$50.","Holiday Crib
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhiffushiShow on map
7.8
Scored 7.8
Good
12 reviews
Getaway Deal
Deluxe Twin Room
2 single beds
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
US$100US$50
Original price US$100. Current price US$50.
See availability","7.8
Scored 7.8
Good
12 reviews",Holiday Crib,Dhiffushi,Deluxe Twin Room,3 out of 5
,"1 night, 2 adults
US$105
Price US$105","Breakfast included
The Grand View
Opens in new window
Male CityShow on map
7.2
Scored 7.2
Good
480 reviews
Superior Double Room
1 large double bed
Breakfast included
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
US$105
Price US$105
See availability","7.2
Scored 7.2
Good
480 reviews",The Grand View,Male City,Superior Double Room,3 out of 5
,"1 night, 2 adults
US$52
Price US$52","Off Day Inn
Opens in new window
Male CityShow on map
5.0
Scored 5.0
Review score
609 reviews
Double or Twin Room with City View
Beds: 1 double or 2 singles
Free cancellation
1 night, 2 adults
US$52
Price US$52
See availability","5.0
Scored 5.0
Review score
609 reviews",Off Day Inn,Male City,Double or Twin Room with City View,3 out of 5
,"1 night, 2 adults
US$83
Price US$83","Ameera Maldives
Opens in new window
DhiffushiShow on map
9.4
Scored 9.4
Superb
237 reviews
Location 9.3
Superior Double Room
Beds: 1 double or 2 singles
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$83
Price US$83
See availability","9.4
Scored 9.4
Superb
237 reviews",Ameera Maldives,Dhiffushi,Superior Double Room,4 out of 5
,"1 night, 2 adults
US$49
Price US$49","Dhangethi INN
Opens in new window
DhangethiShow on map
9.8
Scored 9.8
Exceptional
123 reviews
Location 9.7
Deluxe Double Room with Shower
1 large double bed
Only 2 rooms left at this price on our site
1 night, 2 adults
US$49
Price US$49
See availability","9.8
Scored 9.8
Exceptional
123 reviews",Dhangethi INN,Dhangethi,Deluxe Double Room with Shower,3 out of 5
,"1 night, 2 adults
US$196US$147
Original price US$196. Current price US$147.","Breakfast included
White Beach Holiday
Opens in new window
HulhumaleShow on map
8.7
Scored 8.7
Fabulous
63 reviews
Location 9.3
Getaway Deal
Deluxe Double Room with Sea View
2 beds (1 sofa bed, 1 large double)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$196US$147
Original price US$196. Current price US$147.
See availability","8.7
Scored 8.7
Fabulous
63 reviews",White Beach Holiday,Hulhumale,Deluxe Double Room with Sea View,
,"1 night, 2 adults
US$84
Price US$84","Breakfast included
Atoll Residence Dhangethi
Opens in new window
DhangethiShow on map
9.0
Scored 9.0
Superb
58 reviews
Location 9.7
Double Room with Balcony and Sea View
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
US$84
Price US$84
See availability","9.0
Scored 9.0
Superb
58 reviews",Atoll Residence Dhangethi,Dhangethi,Double Room with Balcony and Sea View,
,"1 night, 2 adults
US$2,000
Price US$2,000","Soneva Fushi
Opens in new window
Baa AtollShow on map
9.1
Scored 9.1
Superb
16 reviews
Soneva Fushi Family Suite with Pool
1 extra-large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
US$2,000
Price US$2,000
See availability","9.1
Scored 9.1
Superb
16 reviews",Soneva Fushi,Baa Atoll,Soneva Fushi Family Suite with Pool,5 out of 5
,"1 night, 2 adults
US$83
Price US$83","True South
Opens in new window
MaradhoofeydhooShow on map
8.9
Scored 8.9
Fabulous
20 reviews
Standard Double Room
1 double bed
Only 2 rooms left at this price on our site
1 night, 2 adults
US$83
Price US$83
See availability","8.9
Scored 8.9
Fabulous
20 reviews",True South,Maradhoofeydhoo,Standard Double Room,4 out of 5
,"1 night, 2 adults
US$45
Price US$45","Breakfast included
Leisure Boutique Maafushi 维尼家
Opens in new window
MaafushiShow on map
6.0
Scored 6.0
Review score
26 reviews
Deluxe Double Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
US$45
Price US$45
See availability","6.0
Scored 6.0
Review score
26 reviews",Leisure Boutique Maafushi 维尼家,Maafushi,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
US$87
Price US$87","Dhigurah Beach Inn
Opens in new window
DhigurahShow on map
8.8
Scored 8.8
Fabulous
60 reviews
Location 9.5
Standard Queen Room
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$87
Price US$87
See availability","8.8
Scored 8.8
Fabulous
60 reviews",Dhigurah Beach Inn,Dhigurah,Standard Queen Room,3 out of 5
,"1 night, 2 adults
US$120US$90
Original price US$120. Current price US$90.","Breakfast included
The Beehive
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Male CityShow on map
6.1
Scored 6.1
Review score
177 reviews
Getaway Deal
Superior Double Room (Free Return Airport Transfer and 10% off on Food & Beverage)
Beds: 1 double or 2 singles
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 7 rooms left at this price on our site
1 night, 2 adults
US$120US$90
Original price US$120. Current price US$90.
See availability","6.1
Scored 6.1
Review score
177 reviews",The Beehive,Male City,Superior Double Room (Free Return Airport Transfer and 10% off on Food & Beverage),4 out of 5
,"1 night, 2 adults
US$63
Price US$63","Niu Inn & Spa
Opens in new window
HulhumaleShow on map
6.4
Scored 6.4
Review score
393 reviews
Deluxe Double or Twin Room
1 large double bed
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
US$63
Price US$63
See availability","6.4
Scored 6.4
Review score
393 reviews",Niu Inn & Spa,Hulhumale,Deluxe Double or Twin Room,3 out of 5
