conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
US$772
Price US$772","Breakfast & dinner included
NH Collection Maldives Havodda Resort - Stays of 6 nights or more, complimentary shared roundtrip transfer for 2 adults
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Gaafu Dhaalu AtollShow on map
Sustainability certification
9.0
Scored 9.0
Superb
204 reviews
Sunrise Beach Villa
1 extra-large double bed
Breakfast & dinner included
1 night, 2 adults
US$772
Price US$772
See availability","9.0
Scored 9.0
Superb
204 reviews","NH Collection Maldives Havodda Resort - Stays of 6 nights or more, complimentary shared roundtrip transfer for 2 adults",Gaafu Dhaalu Atoll,Sunrise Beach Villa,5 out of 5
,"1 night, 2 adults
US$765US$551
Original price US$765. Current price US$551.","Breakfast included
Hideaway Beach Resort & Spa
Opens in new window
DhidhdhooShow on map
9.0
Scored 9.0
Superb
149 reviews
Getaway Deal
Sunset Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 1,399.3feet²
2 beds (1 extra-large double, 1 sofa bed)
Breakfast & dinner included
Free cancellation
Only 6 left at this price on our site
1 night, 2 adults
US$765US$551
Original price US$765. Current price US$551.
See availability","9.0
Scored 9.0
Superb
149 reviews",Hideaway Beach Resort & Spa,Dhidhdhoo,Sunset Beach Villa,5 out of 5
,"1 night, 2 adults
US$700US$490
Original price US$700. Current price US$490.","Breakfast included
JA Manafaru
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhidhdhooShow on map
9.3
Scored 9.3
Superb
389 reviews
Getaway Deal
Beach Villa with Private Pool
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$700US$490
Original price US$700. Current price US$490.
See availability","9.3
Scored 9.3
Superb
389 reviews",JA Manafaru,Dhidhdhoo,Beach Villa with Private Pool,5 out of 5
,"1 night, 2 adults
US$110US$85
Original price US$110. Current price US$85.","Thundi Village & Spa
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
MaalhosShow on map
8.7
Scored 8.7
Fabulous
178 reviews
Location 9.3
Getaway Deal
Standard Double Room
1 extra-large double bed
Breakfast included
Free cancellation
Only 5 rooms left at this price on our site
1 night, 2 adults
US$110US$85
Original price US$110. Current price US$85.
See availability","8.7
Scored 8.7
Fabulous
178 reviews",Thundi Village & Spa,Maalhos,Standard Double Room,4 out of 5
,"1 night, 2 adults
US$66
Price US$66","Plumeria Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
ThinadhooShow on map
9.2
Scored 9.2
Superb
436 reviews
Location 9.5
Standard Double Room
1 double bed
Breakfast included
1 night, 2 adults
US$66
Price US$66
See availability","9.2
Scored 9.2
Superb
436 reviews",Plumeria Maldives,Thinadhoo,Standard Double Room,4 out of 5
,"1 night, 2 adults
US$238
Price US$238","Breakfast & dinner included
Makunudu Island
Opens in new window
MakunudhooShow on map
8.7
Scored 8.7
Fabulous
227 reviews
Deluxe Beach Bungalow - Beach Front
Entire villa • 1 bedroom • 1 bathroom • 430.6feet²
1 large double bed
Breakfast & dinner included
Free cancellation
1 night, 2 adults
US$238
Price US$238
See availability","8.7
Scored 8.7
Fabulous
227 reviews",Makunudu Island,Makunudhoo,Deluxe Beach Bungalow - Beach Front,4 out of 5
,"1 night, 2 adults
US$47US$42
Original price US$47. Current price US$42.","Stay Mikado
Opens in new window
ThimarafushiShow on map
9.6
Scored 9.6
Exceptional
29 reviews
Double Room
1 large double bed
Breakfast included
Only 6 rooms left at this price on our site
1 night, 2 adults
US$47US$42
Original price US$47. Current price US$42.
See availability","9.6
Scored 9.6
Exceptional
29 reviews",Stay Mikado,Thimarafushi,Double Room,4 out of 5
,"1 night, 2 adults
US$150US$74
Original price US$150. Current price US$74.","Breakfast included
Silver Oasis Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HuraaShow on map
9.1
Scored 9.1
Superb
107 reviews
Double Room
1 double bed
Breakfast included
Free cancellation
Only 7 rooms left at this price on our site
1 night, 2 adults
US$150US$74
Original price US$150. Current price US$74.
See availability","9.1
Scored 9.1
Superb
107 reviews",Silver Oasis Maldives,Huraa,Double Room,4 out of 5
,"1 night, 2 adults
US$70US$58
Original price US$70. Current price US$58.","Dhoani Maldives Guesthouse
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KendhooShow on map
9.4
Scored 9.4
Superb
73 reviews
Location 9.3
Getaway Deal
Standard Twin Room
2 single beds
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
US$70US$58
Original price US$70. Current price US$58.
See availability","9.4
Scored 9.4
Superb
73 reviews",Dhoani Maldives Guesthouse,Kendhoo,Standard Twin Room,3 out of 5
,"1 night, 2 adults
US$68US$61
Original price US$68. Current price US$61.","Crown Beach Hotel Maldives - Our Lobby is a Private Beach
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhiffushiShow on map
8.5
Scored 8.5
Very good
640 reviews
Location 9.4
Deluxe Beach Villa with Private Beach (10% off on Food & Beverage, Free Snorkelling, Island Tour and Early Check or Late Check Out on Availability Basis)
1 large double bed
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
US$68US$61
Original price US$68. Current price US$61.
See availability","8.5
Scored 8.5
Very good
640 reviews",Crown Beach Hotel Maldives - Our Lobby is a Private Beach,Dhiffushi,"Deluxe Beach Villa with Private Beach (10% off on Food & Beverage, Free Snorkelling, Island Tour and Early Check or Late Check Out on Availability Basis)",4 out of 5
,"1 night, 2 adults
US$75
Price US$75","Nihaali Maldives
Opens in new window
KudarikiluShow on map
9.5
Scored 9.5
Exceptional
30 reviews
Location 9.6
Standard Double Room
1 extra-large double bed
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
US$75
Price US$75
See availability","9.5
Scored 9.5
Exceptional
30 reviews",Nihaali Maldives,Kudarikilu,Standard Double Room,3 out of 5
,"1 night, 2 adults
US$228
Price US$228","Breakfast included
NOOE Maldives Kunaavashi
Opens in new window
FulidhooShow on map
9.0
Scored 9.0
Superb
104 reviews
Location 9.3
Beach villa
1 large double bed
Breakfast included
1 night, 2 adults
US$228
Price US$228
See availability","9.0
Scored 9.0
Superb
104 reviews",NOOE Maldives Kunaavashi,Fulidhoo,Beach villa,5 out of 5
,"1 night, 2 adults
US$55
Price US$55","Breakfast included
Koimala Hotel
Opens in new window
MaamigiliShow on map
9.1
Scored 9.1
Superb
405 reviews
Deluxe Room with Excursion
Multiple bed types
Breakfast included
Only 6 rooms left at this price on our site
1 night, 2 adults
US$55
Price US$55
See availability","9.1
Scored 9.1
Superb
405 reviews",Koimala Hotel,Maamigili,Deluxe Room with Excursion,3 out of 5
,"1 night, 2 adults
US$91
Price US$91","Breakfast included
Canareef Resort Maldives
Opens in new window
MeedhooShow on map
8.0
Scored 8.0
Very good
152 reviews
Sunrise Villa
Entire villa • 1 bedroom • 1 bathroom • 818.1feet²
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$91
Price US$91
See availability","8.0
Scored 8.0
Very good
152 reviews",Canareef Resort Maldives,Meedhoo,Sunrise Villa,4 out of 5
,"1 night, 2 adults
US$590US$236
Original price US$590. Current price US$236.","Breakfast included
Kandima Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KudahuvadhooShow on map
8.8
Scored 8.8
Fabulous
1,468 reviews
Sky Studio | 50% off on Return Domestic Flight Transfers (on stays 4 nights or more before 31 Oct 2024) + 2 Children up to 5.99 Years Stay & Eat Free on Same Meal Plan Chosen by Adult Guests + 15% off on Excursions & Water Sports
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
Free cancellation
1 night, 2 adults
US$590US$236
Original price US$590. Current price US$236.
See availability","8.8
Scored 8.8
Fabulous
1,468 reviews",Kandima Maldives,Kudahuvadhoo,Sky Studio | 50% off on Return Domestic Flight Transfers (on stays 4 nights or more before 31 Oct 2024) + 2 Children up to 5.99 Years Stay & Eat Free on Same Meal Plan Chosen by Adult Guests + 15% off on Excursions & Water Sports,5 out of 5
,"1 night, 2 adults
US$139US$125
Original price US$139. Current price US$125.","Breakfast included
Kinan Retreat
Opens in new window
FulidhooShow on map
9.1
Scored 9.1
Superb
470 reviews
Location 9.7
Deluxe Double Room
2 single beds
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
US$139US$125
Original price US$139. Current price US$125.
See availability","9.1
Scored 9.1
Superb
470 reviews",Kinan Retreat,Fulidhoo,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
US$812US$447
Original price US$812. Current price US$447.","All-inclusive
Cinnamon Hakuraa Huraa Maldives - All Inclusive
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Meemu AtollShow on map
Sustainability certification
9.3
Scored 9.3
Superb
566 reviews
Location 9.4
Standard Beach Bungalow - FREE meal upgrade | Book from 1-30 June 2024 | Stay Dates: Valid until 31st Oct 2024 (AI to PAI upgrade valid only for min 5-night stays)
Entire bungalow • 1 bedroom • 1 bathroom • 753.5feet²
1 double bed
All-inclusive
Only 5 left at this price on our site
1 night, 2 adults
US$812US$447
Original price US$812. Current price US$447.
See availability","9.3
Scored 9.3
Superb
566 reviews",Cinnamon Hakuraa Huraa Maldives - All Inclusive,Meemu Atoll,Standard Beach Bungalow - FREE meal upgrade | Book from 1-30 June 2024 | Stay Dates: Valid until 31st Oct 2024 (AI to PAI upgrade valid only for min 5-night stays),4 out of 5
,"1 night, 2 adults
US$302US$60
Original price US$302. Current price US$60.","Breakfast included
Sevinex Inn
Opens in new window
FeridhooShow on map
9.0
Scored 9.0
Superb
105 reviews
Location 9.3
Deluxe Room
Multiple bed types
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
US$302US$60
Original price US$302. Current price US$60.
See availability","9.0
Scored 9.0
Superb
105 reviews",Sevinex Inn,Feridhoo,Deluxe Room,3 out of 5
,"1 night, 2 adults
US$85
Price US$85","Breakfast included
Whaleshark Beach
Opens in new window
DhigurahShow on map
9.2
Scored 9.2
Superb
127 reviews
Location 9.3
Deluxe room with balcony
1 double bed
Breakfast included
1 night, 2 adults
US$85
Price US$85
See availability","9.2
Scored 9.2
Superb
127 reviews",Whaleshark Beach,Dhigurah,Deluxe room with balcony,3 out of 5
,"1 night, 2 adults
US$530US$387
Original price US$530. Current price US$387.","Breakfast included
Radisson Blu Resort Maldives with 50 percent off on Sea Plane round trip 03 nights & above
Opens in new window
FenfushiShow on map
8.8
Scored 8.8
Fabulous
864 reviews
Getaway Deal
Water Villa with private pool & free access to VIP seaplane lounge on arrival
Entire villa • 1 bedroom • 2 bathrooms • 2,368.1feet²
1 extra-large double bed
Breakfast included
Free cancellation
Only 4 left at this price on our site
1 night, 2 adults
US$530US$387
Original price US$530. Current price US$387.
See availability","8.8
Scored 8.8
Fabulous
864 reviews",Radisson Blu Resort Maldives with 50 percent off on Sea Plane round trip 03 nights & above,Fenfushi,Water Villa with private pool & free access to VIP seaplane lounge on arrival,5 out of 5
,"1 night, 2 adults
US$291
Price US$291","Breakfast included
Ellaidhoo Maldives by Cinnamon
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
HangnaameedhooShow on map
Sustainability certification
8.9
Scored 8.9
Fabulous
360 reviews
Beach Bungalow - FREE meal upgrade | Book from 1-30 June 2024 | Stay Dates: Valid until 31st Oct 2024 (AI to PAI upgrade valid only for min 5-night stays) + 20% off Spa + 15% off excursions
Entire bungalow • 1 bedroom • 1 bathroom • 409feet²
1 large double bed
Breakfast included
1 night, 2 adults
US$291
Price US$291
See availability","8.9
Scored 8.9
Fabulous
360 reviews",Ellaidhoo Maldives by Cinnamon,Hangnaameedhoo,Beach Bungalow - FREE meal upgrade | Book from 1-30 June 2024 | Stay Dates: Valid until 31st Oct 2024 (AI to PAI upgrade valid only for min 5-night stays) + 20% off Spa + 15% off excursions,4 out of 5
,"1 night, 2 adults
US$175
Price US$175","Breakfast included
Royal Island Resort at Baa Atoll Biosphere Reserve
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Baa AtollShow on map
9.1
Scored 9.1
Superb
1,261 reviews
Deluxe Villa
All meals included
1 night, 2 adults
US$175
Price US$175
See availability","9.1
Scored 9.1
Superb
1,261 reviews",Royal Island Resort at Baa Atoll Biosphere Reserve,Baa Atoll,Deluxe Villa,5 out of 5
,"1 night, 2 adults
US$486US$267
Original price US$486. Current price US$267.","Breakfast included
Cinnamon Velifushi Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
KeyodhooShow on map
9.2
Scored 9.2
Superb
723 reviews
Location 9.4
Superior Beach Loft - FREE meal upgrade | Book from 1-30 June 2024 | Stay Dates: Valid until 31st Oct 2024 (AI to PAI upgrade valid only for min 5-night stays)
1 extra-large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
US$486US$267
Original price US$486. Current price US$267.
See availability","9.2
Scored 9.2
Superb
723 reviews",Cinnamon Velifushi Maldives,Keyodhoo,Superior Beach Loft - FREE meal upgrade | Book from 1-30 June 2024 | Stay Dates: Valid until 31st Oct 2024 (AI to PAI upgrade valid only for min 5-night stays),5 out of 5
,"1 night, 2 adults
US$1,608US$933
Original price US$1,608. Current price US$933.","Breakfast included
Milaidhoo Maldives
Opens in new window
Baa AtollShow on map
9.7
Scored 9.7
Exceptional
135 reviews
Location 9.7
Limited-time Deal
Water Villa with Private Pool
Private suite
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
US$1,608US$933
Original price US$1,608. Current price US$933.
See availability","9.7
Scored 9.7
Exceptional
135 reviews",Milaidhoo Maldives,Baa Atoll,Water Villa with Private Pool,5 out of 5
