conditions,d_price,details,guest_rating,name,original_price,room_type,star
,"1 night, 2 adults
₱ 22,514₱ 8,285
Original price ₱ 22,514. Current price ₱ 8,285.
+₱ 2,823 taxes and charges","Lagoon View Maldives
Opens in new window
BodufolhudhooShow on map
8.8
Scored 8.8
Fabulous
71 reviews
Getaway Deal
Deluxe Villa
Entire villa • 1 bedroom • 1 bathroom • 20m²
1 large double bed
Breakfast included
Only 2 left at this price on our site
1 night, 2 adults
₱ 22,514₱ 8,285
Original price ₱ 22,514. Current price ₱ 8,285.
+₱ 2,823 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
71 reviews",Lagoon View Maldives,Bodufolhudhoo,Deluxe Villa,4 out of 5
,"1 night, 2 adults
₱ 18,798
Price ₱ 18,798
+₱ 17,908 taxes and charges","Breakfast included
Kurumba Maldives
Opens in new window
Male CityShow on map
9.0
Scored 9.0
Superb
1,075 reviews
Deluxe Bungalow
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 18,798
Price ₱ 18,798
+₱ 17,908 taxes and charges
See availability","9.0
Scored 9.0
Superb
1,075 reviews",Kurumba Maldives,Male City,Deluxe Bungalow,5 out of 5
,"1 night, 2 adults
₱ 35,703
Price ₱ 35,703
+₱ 76,270 taxes and charges","Emerald Maldives Resort & Spa-Deluxe All Inclusive
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Raa AtollShow on map
9.7
Scored 9.7
Exceptional
567 reviews
Location 9.4
Marina Garden Villa with Pool
Entire villa • 1 bedroom • 1 bathroom • 187m²
2 beds (1 extra-large double, 1 sofa bed)
1 night, 2 adults
₱ 35,703
Price ₱ 35,703
+₱ 76,270 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
567 reviews",Emerald Maldives Resort & Spa-Deluxe All Inclusive,Raa Atoll,Marina Garden Villa with Pool,5 out of 5
,"1 night, 2 adults
₱ 7,036₱ 4,644
Original price ₱ 7,036. Current price ₱ 4,644.
+₱ 1,619 taxes and charges","Breakfast included
Palm Residence
Opens in new window
RasduShow on map
8.8
Scored 8.8
Fabulous
110 reviews
Location 9.3
Getaway Deal
Queen Room with Balcony
1 large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 1 room left at this price on our site
1 night, 2 adults
₱ 7,036₱ 4,644
Original price ₱ 7,036. Current price ₱ 4,644.
+₱ 1,619 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
110 reviews",Palm Residence,Rasdu,Queen Room with Balcony,3 out of 5
,"1 night, 2 adults
₱ 4,053₱ 3,647
Original price ₱ 4,053. Current price ₱ 3,647.
+₱ 1,344 taxes and charges","Heron Beach Dhiffushi,Maldives
Opens in new window
DhiffushiShow on map
8.7
Scored 8.7
Fabulous
134 reviews
Standard Twin Room
1 single bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,053₱ 3,647
Original price ₱ 4,053. Current price ₱ 3,647.
+₱ 1,344 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
134 reviews","Heron Beach Dhiffushi,Maldives",Dhiffushi,Standard Twin Room,4 out of 5
,"1 night, 2 adults
₱ 6,206
Price ₱ 6,206
+₱ 2,051 taxes and charges","Season Paradise
Opens in new window
ThulusdhooShow on map
8.4
Scored 8.4
Very good
460 reviews
Standard Room
1 double bed
Breakfast included
1 night, 2 adults
₱ 6,206
Price ₱ 6,206
+₱ 2,051 taxes and charges
See availability","8.4
Scored 8.4
Very good
460 reviews",Season Paradise,Thulusdhoo,Standard Room,4 out of 5
,"1 night, 2 adults
₱ 127,204
Price ₱ 127,204
+₱ 142,726 taxes and charges","Breakfast included
COMO Maalifushi - Partner Travels FREE for 7 Nights or More
Opens in new window
MaalifushiShow on map
9.6
Scored 9.6
Exceptional
57 reviews
Location 9.4
Water Suite with Private Pool
Private suite
1 double bed
Breakfast included
Only 2 left at this price on our site
1 night, 2 adults
₱ 127,204
Price ₱ 127,204
+₱ 142,726 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
57 reviews",COMO Maalifushi - Partner Travels FREE for 7 Nights or More,Maalifushi,Water Suite with Private Pool,5 out of 5
,"1 night, 2 adults
₱ 46,998
Price ₱ 46,998
+₱ 77,566 taxes and charges","Breakfast included
Outrigger Maldives Maafushivaru Resort
Opens in new window
DhangethiShow on map
9.4
Scored 9.4
Superb
210 reviews
Location 9.5
Water Villa
Private suite
2 beds (1 single, 1 extra-large double)
Breakfast included
Only 1 left at this price on our site
1 night, 2 adults
₱ 46,998
Price ₱ 46,998
+₱ 77,566 taxes and charges
See availability","9.4
Scored 9.4
Superb
210 reviews",Outrigger Maldives Maafushivaru Resort,Dhangethi,Water Villa,5 out of 5
,"1 night, 2 adults
₱ 7,320₱ 6,002
Original price ₱ 7,320. Current price ₱ 6,002.
+₱ 1,298 taxes and charges","Hathaa Beach Maldives
Opens in new window
HulhumaleShow on map
7.8
Scored 7.8
Good
651 reviews
Deluxe Twin Room (10% off on Food & Beverage)
2 single beds
Free cancellation
No prepayment needed – pay at the property
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 7,320₱ 6,002
Original price ₱ 7,320. Current price ₱ 6,002.
+₱ 1,298 taxes and charges
See availability","7.8
Scored 7.8
Good
651 reviews",Hathaa Beach Maldives,Hulhumale,Deluxe Twin Room (10% off on Food & Beverage),4 out of 5
,"1 night, 2 adults
₱ 55,182₱ 52,423
Original price ₱ 55,182. Current price ₱ 52,423.
+₱ 15,144 taxes and charges","All-inclusive
Adaaran Prestige Vadoo - Adults Only Premium All Inclusive with Free Transfers
Opens in new window
South Male AtollShow on map
8.7
Scored 8.7
Fabulous
648 reviews
Overwater Villa, with 24-hour personal butler service, Around the clock breakfast service in villa, Complimentary mini bar replenished once a day
Entire villa • 1 bedroom • 1 living room • 1 bathroom • 95m²
2 beds (1 sofa bed, 1 large double)
All-inclusive
Only 1 left at this price on our site
1 night, 2 adults
₱ 55,182₱ 52,423
Original price ₱ 55,182. Current price ₱ 52,423.
+₱ 15,144 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
648 reviews",Adaaran Prestige Vadoo - Adults Only Premium All Inclusive with Free Transfers,South Male Atoll,"Overwater Villa, with 24-hour personal butler service, Around the clock breakfast service in villa, Complimentary mini bar replenished once a day",5 out of 5
,"1 night, 2 adults
₱ 6,754
Price ₱ 6,754
+₱ 2,094 taxes and charges","Breakfast included
Blue Wave Hotel Maldives
Opens in new window
KudahuvadhooShow on map
9.0
Scored 9.0
Superb
51 reviews
Deluxe Queen Room
1 double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
1 night, 2 adults
₱ 6,754
Price ₱ 6,754
+₱ 2,094 taxes and charges
See availability","9.0
Scored 9.0
Superb
51 reviews",Blue Wave Hotel Maldives,Kudahuvadhoo,Deluxe Queen Room,4 out of 5
,"1 night, 2 adults
₱ 21,772
Price ₱ 21,772
+₱ 25,597 taxes and charges","Breakfast included
Cinnamon Dhonveli Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
North Male AtollShow on map
9.1
Scored 9.1
Superb
615 reviews
Location 9.3
Superior Room – Ocean View - Spa (20%) and a 15% off excursions - Dolphin watching / Sunset fishing / Sunset Cruise for Bookings from 15th Feb, 2024
2 beds (1 double, 1 sofa bed)
Breakfast included
1 night, 2 adults
₱ 21,772
Price ₱ 21,772
+₱ 25,597 taxes and charges
See availability","9.1
Scored 9.1
Superb
615 reviews",Cinnamon Dhonveli Maldives,North Male Atoll,"Superior Room – Ocean View - Spa (20%) and a 15% off excursions - Dolphin watching / Sunset fishing / Sunset Cruise for Bookings from 15th Feb, 2024",4 out of 5
,"1 night, 2 adults
₱ 6,359
Price ₱ 6,359
+₱ 1,755 taxes and charges","Breakfast included
Beach Veli
Opens in new window
UkulhasShow on map
9.2
Scored 9.2
Superb
115 reviews
Location 9.8
Superior Double Room
Multiple bed types
Breakfast included
Free cancellation
1 night, 2 adults
₱ 6,359
Price ₱ 6,359
+₱ 1,755 taxes and charges
See availability","9.2
Scored 9.2
Superb
115 reviews",Beach Veli,Ukulhas,Superior Double Room,3 out of 5
,"1 night, 2 adults
₱ 11,257₱ 8,330
Original price ₱ 11,257. Current price ₱ 8,330.
+₱ 2,299 taxes and charges","Breakfast included
Stone Hotels Dhiffushi
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhiffushiShow on map
9.5
Scored 9.5
Exceptional
64 reviews
Location 9.5
New to Booking.com
Standard Double Room
Multiple bed types
Breakfast included
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 11,257₱ 8,330
Original price ₱ 11,257. Current price ₱ 8,330.
+₱ 2,299 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
64 reviews",Stone Hotels Dhiffushi,Dhiffushi,Standard Double Room,4 out of 5
,"1 night, 2 adults
₱ 3,945
Price ₱ 3,945
+₱ 1,089 taxes and charges","Breakfast included
Triton Beach Hotel & Spa
Opens in new window
MaafushiShow on map
8.2
Scored 8.2
Very good
479 reviews
Economy Double with Island View
Beds: 1 double or 2 singles
Breakfast included
1 night, 2 adults
₱ 3,945
Price ₱ 3,945
+₱ 1,089 taxes and charges
See availability","8.2
Scored 8.2
Very good
479 reviews",Triton Beach Hotel & Spa,Maafushi,Economy Double with Island View,3 out of 5
,"1 night, 2 adults
₱ 34,764
Price ₱ 34,764
+₱ 65,206 taxes and charges","Breakfast included
LUX* South Ari Atoll Resort & Villas
Opens in new window
MaamigiliShow on map
9.3
Scored 9.3
Superb
329 reviews
Location 9.4
Beach Villa
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 34,764
Price ₱ 34,764
+₱ 65,206 taxes and charges
See availability","9.3
Scored 9.3
Superb
329 reviews",LUX* South Ari Atoll Resort & Villas,Maamigili,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 4,081
Price ₱ 4,081
+₱ 1,126 taxes and charges","Breakfast included
Kaani Beach Hotel
Opens in new window
MaafushiShow on map
8.2
Scored 8.2
Very good
530 reviews
Deluxe Double Room with Balcony
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 4,081
Price ₱ 4,081
+₱ 1,126 taxes and charges
See availability","8.2
Scored 8.2
Very good
530 reviews",Kaani Beach Hotel,Maafushi,Deluxe Double Room with Balcony,3 out of 5
,"1 night, 2 adults
₱ 54,878
Price ₱ 54,878
+₱ 82,810 taxes and charges","Breakfast included
W Maldives
Opens in new window
Fesdu IslandShow on map
9.4
Scored 9.4
Superb
112 reviews
Location 9.4
Wonderful Beach Oasis Villa
1 extra-large double bed
Breakfast included
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 54,878
Price ₱ 54,878
+₱ 82,810 taxes and charges
See availability","9.4
Scored 9.4
Superb
112 reviews",W Maldives,Fesdu Island,Wonderful Beach Oasis Villa,5 out of 5
,"1 night, 2 adults
₱ 5,066
Price ₱ 5,066
+₱ 1,736 taxes and charges","Club Gabbiano
Opens in new window
RasduShow on map
8.5
Scored 8.5
Very good
179 reviews
Location 9.6
Deluxe Double Room with Sea View
1 large double bed
Only 1 room left at this price on our site
1 night, 2 adults
₱ 5,066
Price ₱ 5,066
+₱ 1,736 taxes and charges
See availability","8.5
Scored 8.5
Very good
179 reviews",Club Gabbiano,Rasdu,Deluxe Double Room with Sea View,4 out of 5
,"1 night, 2 adults
₱ 31,896
Price ₱ 31,896
+₱ 86,364 taxes and charges","Breakfast included
Finolhu Baa Atoll Maldives
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Baa AtollShow on map
Sustainability certification
9.4
Scored 9.4
Superb
161 reviews
Location 9.5
Lagoon Villa
2 beds (1 extra-large double, 1 sofa bed)
Breakfast included
1 night, 2 adults
₱ 31,896
Price ₱ 31,896
+₱ 86,364 taxes and charges
See availability","9.4
Scored 9.4
Superb
161 reviews",Finolhu Baa Atoll Maldives,Baa Atoll,Lagoon Villa,5 out of 5
,"1 night, 2 adults
₱ 4,306
Price ₱ 4,306
+₱ 1,526 taxes and charges","Breakfast included
Olhumathi View Inn
Opens in new window
UkulhasShow on map
8.9
Scored 8.9
Fabulous
209 reviews
Location 9.6
Family Room (10% off on Excursions, Food & Beverages)
3 beds (2 singles, 1 double)
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 4,306
Price ₱ 4,306
+₱ 1,526 taxes and charges
See availability","8.9
Scored 8.9
Fabulous
209 reviews",Olhumathi View Inn,Ukulhas,"Family Room (10% off on Excursions, Food & Beverages)",3 out of 5
,"1 night, 2 adults
₱ 3,377
Price ₱ 3,377
+₱ 1,270 taxes and charges","Breakfast included
Resten inn
Opens in new window
ThoddooShow on map
9.7
Scored 9.7
Exceptional
89 reviews
Location 9.5
Deluxe Double Room
1 extra-large double bed
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 3,377
Price ₱ 3,377
+₱ 1,270 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
89 reviews",Resten inn,Thoddoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 3,653
Price ₱ 3,653
+₱ 1,273 taxes and charges","Breakfast included
iCom Marina Sea View
Opens in new window
MaafushiShow on map
8.1
Scored 8.1
Very good
685 reviews
Deluxe Double or Twin Room with City View
2 single beds
Breakfast included
1 night, 2 adults
₱ 3,653
Price ₱ 3,653
+₱ 1,273 taxes and charges
See availability","8.1
Scored 8.1
Very good
685 reviews",iCom Marina Sea View,Maafushi,Deluxe Double or Twin Room with City View,3 out of 5
,"1 night, 2 adults
₱ 5,403₱ 2,972
Original price ₱ 5,403. Current price ₱ 2,972.
+₱ 1,158 taxes and charges","Breakfast included
Velana Beach Hotel Maldives
Opens in new window
MaafushiShow on map
8.1
Scored 8.1
Very good
384 reviews
Getaway Deal
Deluxe Room (Excludes Window Access )
2 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 4 rooms left at this price on our site
1 night, 2 adults
₱ 5,403₱ 2,972
Original price ₱ 5,403. Current price ₱ 2,972.
+₱ 1,158 taxes and charges
See availability","8.1
Scored 8.1
Very good
384 reviews",Velana Beach Hotel Maldives,Maafushi,Deluxe Room (Excludes Window Access ),4 out of 5
,"1 night, 2 adults
₱ 3,265
Price ₱ 3,265
+₱ 1,186 taxes and charges","Breakfast included
Escapism Maldives
Opens in new window
FeridhooShow on map
9.5
Scored 9.5
Exceptional
57 reviews
Location 9.7
Deluxe Double Room
2 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 3,265
Price ₱ 3,265
+₱ 1,186 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
57 reviews",Escapism Maldives,Feridhoo,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
₱ 11,820₱ 8,274
Original price ₱ 11,820. Current price ₱ 8,274.
+₱ 2,621 taxes and charges","Mi Lugar Maldives
Opens in new window
NolhivaranfaruShow on map
8.7
Scored 8.7
Fabulous
44 reviews
Location 9.4
Limited-time Deal
Deluxe Double Room
2 beds (1 extra-large double, 1 sofa bed)
All meals included
1 night, 2 adults
₱ 11,820₱ 8,274
Original price ₱ 11,820. Current price ₱ 8,274.
+₱ 2,621 taxes and charges
See availability","8.7
Scored 8.7
Fabulous
44 reviews",Mi Lugar Maldives,Nolhivaranfaru,Deluxe Double Room,4 out of 5
,"1 night, 2 adults
₱ 4,886
Price ₱ 4,886
+₱ 1,349 taxes and charges","Starry Beach Inn
Opens in new window
HulhumaleShow on map
7.3
Scored 7.3
Good
518 reviews
Deluxe Double Room with Free Airport Transfer
1 large double bed
Free cancellation
1 night, 2 adults
₱ 4,886
Price ₱ 4,886
+₱ 1,349 taxes and charges
See availability","7.3
Scored 7.3
Good
518 reviews",Starry Beach Inn,Hulhumale,Deluxe Double Room with Free Airport Transfer,4 out of 5
,"1 night, 2 adults
₱ 47,108
Price ₱ 47,108
+₱ 13,002 taxes and charges","Lily Beach Resort and Spa - All Inclusive
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
DhangethiShow on map
9.4
Scored 9.4
Superb
169 reviews
Location 9.5
VILLA
2 double beds
1 night, 2 adults
₱ 47,108
Price ₱ 47,108
+₱ 13,002 taxes and charges
See availability","9.4
Scored 9.4
Superb
169 reviews",Lily Beach Resort and Spa - All Inclusive,Dhangethi,VILLA,5 out of 5
,"1 night, 2 adults
₱ 25,275
Price ₱ 25,275
+₱ 58,533 taxes and charges","Breakfast included
Drift Thelu Veliga Retreat
Opens in new window
DhangethiShow on map
9.1
Scored 9.1
Superb
203 reviews
Location 9.5
Beach Villa with 20% off on SPA
Entire villa • 1 bedroom • 1 bathroom • 39m²
1 extra-large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 25,275
Price ₱ 25,275
+₱ 58,533 taxes and charges
See availability","9.1
Scored 9.1
Superb
203 reviews",Drift Thelu Veliga Retreat,Dhangethi,Beach Villa with 20% off on SPA,4 out of 5
,"1 night, 2 adults
₱ 6,754₱ 6,214
Original price ₱ 6,754. Current price ₱ 6,214.
+₱ 2,202 taxes and charges","Mariana Inn
Opens in new window
GaafaruShow on map
9.4
Scored 9.4
Superb
31 reviews
Deluxe Double or Twin Room
Multiple bed types
Breakfast included
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 6,754₱ 6,214
Original price ₱ 6,754. Current price ₱ 6,214.
+₱ 2,202 taxes and charges
See availability","9.4
Scored 9.4
Superb
31 reviews",Mariana Inn,Gaafaru,Deluxe Double or Twin Room,3 out of 5
,"1 night, 2 adults
₱ 4,306
Price ₱ 4,306
+₱ 1,188 taxes and charges","Breakfast included
One The Island
Opens in new window
NaifaruShow on map
9.2
Scored 9.2
Superb
28 reviews
Twin Room with Private Bathroom
2 single beds
Breakfast included
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 4,306
Price ₱ 4,306
+₱ 1,188 taxes and charges
See availability","9.2
Scored 9.2
Superb
28 reviews",One The Island,Naifaru,Twin Room with Private Bathroom,3 out of 5
,"1 night, 2 adults
₱ 6,071
Price ₱ 6,071
+₱ 1,676 taxes and charges","Breakfast included
Paralian Hulhumale'
Opens in new window
HulhumaleShow on map
7.9
Scored 7.9
Good
768 reviews
Superior Double Room
1 large double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 6,071
Price ₱ 6,071
+₱ 1,676 taxes and charges
See availability","7.9
Scored 7.9
Good
768 reviews",Paralian Hulhumale',Hulhumale,Superior Double Room,4 out of 5
,"1 night, 2 adults
₱ 3,923
Price ₱ 3,923
+₱ 1,083 taxes and charges","Hotel Star Shell
Opens in new window
HulhumaleShow on map
7.1
Scored 7.1
Good
417 reviews
Standard Double Room (10% off on Food & Beverage)
1 double bed
1 night, 2 adults
₱ 3,923
Price ₱ 3,923
+₱ 1,083 taxes and charges
See availability","7.1
Scored 7.1
Good
417 reviews",Hotel Star Shell,Hulhumale,Standard Double Room (10% off on Food & Beverage),4 out of 5
,"1 night, 2 adults
₱ 12,058
Price ₱ 12,058
+₱ 731 taxes and charges","Breakfast included
Medhufushi Island Resort
Opens in new window
MuliShow on map
7.7
Scored 7.7
Good
166 reviews
Semi Detached Beach Villa
Entire villa • 1 bedroom • 1 bathroom • 65m²
1 double bed
Breakfast included
Free cancellation
1 night, 2 adults
₱ 12,058
Price ₱ 12,058
+₱ 731 taxes and charges
See availability","7.7
Scored 7.7
Good
166 reviews",Medhufushi Island Resort,Muli,Semi Detached Beach Villa,4 out of 5
,"1 night, 2 adults
₱ 31,937
Price ₱ 31,937
+₱ 53,843 taxes and charges","Breakfast included
Komandoo Island Resort & Spa
Opens in new window
KomandooShow on map
9.5
Scored 9.5
Exceptional
277 reviews
Location 9.3
Beach Villa
Entire bungalow • 1 bedroom • 1 bathroom • 55m²
1 large double bed
Breakfast included
1 night, 2 adults
₱ 31,937
Price ₱ 31,937
+₱ 53,843 taxes and charges
See availability","9.5
Scored 9.5
Exceptional
277 reviews",Komandoo Island Resort & Spa,Komandoo,Beach Villa,5 out of 5
,"1 night, 2 adults
₱ 5,629
Price ₱ 5,629
+₱ 1,238 taxes and charges","Breakfast included
Isle Royal Inn
Opens in new window
FuvahmulahShow on map
9.6
Scored 9.6
Exceptional
12 reviews
Location 9.4
Deluxe Double Room
1 extra-large double bed
Breakfast included
Free cancellation
Only 2 rooms left at this price on our site
1 night, 2 adults
₱ 5,629
Price ₱ 5,629
+₱ 1,238 taxes and charges
See availability","9.6
Scored 9.6
Exceptional
12 reviews",Isle Royal Inn,Fuvahmulah,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 77,525₱ 54,267
Original price ₱ 77,525. Current price ₱ 54,267.
+₱ 68,539 taxes and charges","Breakfast included
Hurawalhi Island Resort
Opens in new window
KureduShow on map
9.7
Scored 9.7
Exceptional
228 reviews
Location 9.5
Ocean Villa
Entire bungalow • 1 bedroom • 1 bathroom • 105m²
1 extra-large double bed
Breakfast included
Free cancellation
Only 4 left at this price on our site
1 night, 2 adults
₱ 77,525₱ 54,267
Original price ₱ 77,525. Current price ₱ 54,267.
+₱ 68,539 taxes and charges
See availability","9.7
Scored 9.7
Exceptional
228 reviews",Hurawalhi Island Resort,Kuredu,Ocean Villa,5 out of 5
,"1 night, 2 adults
₱ 12,946₱ 5,825
Original price ₱ 12,946. Current price ₱ 5,825.
+₱ 1,946 taxes and charges","Breakfast included
Crystal Sands
Opens in new window
MaafushiShow on map
8.2
Scored 8.2
Very good
603 reviews
Superior Room (10% off on Snorkelling Trip, Night Fishing and Candlelit Dinner)
1 large double bed
Breakfast included
Free cancellation
Only 3 rooms left at this price on our site
1 night, 2 adults
₱ 12,946₱ 5,825
Original price ₱ 12,946. Current price ₱ 5,825.
+₱ 1,946 taxes and charges
See availability","8.2
Scored 8.2
Very good
603 reviews",Crystal Sands,Maafushi,"Superior Room (10% off on Snorkelling Trip, Night Fishing and Candlelit Dinner)",3 out of 5
,"1 night, 2 adults
₱ 4,221
Price ₱ 4,221
+₱ 1,013 taxes and charges","Breakfast included
Aqua Sunset
Opens in new window
GulhiShow on map
9.0
Scored 9.0
Superb
151 reviews
Location 9.3
Deluxe Room
1 double bed
Breakfast included
Only 1 room left at this price on our site
1 night, 2 adults
₱ 4,221
Price ₱ 4,221
+₱ 1,013 taxes and charges
See availability","9.0
Scored 9.0
Superb
151 reviews",Aqua Sunset,Gulhi,Deluxe Room,3 out of 5
,"1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges","Breakfast included
Ithaa Thoddoo Inn
Opens in new window
ThoddooShow on map
8.1
Scored 8.1
Very good
47 reviews
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 3,659
Price ₱ 3,659
+₱ 1,347 taxes and charges
See availability","8.1
Scored 8.1
Very good
47 reviews",Ithaa Thoddoo Inn,Thoddoo,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 4,784₱ 3,110
Original price ₱ 4,784. Current price ₱ 3,110.
+₱ 835 taxes and charges","Keyla Inn
Opens in new window
ThulusdhooShow on map
8.2
Scored 8.2
Very good
170 reviews
Standard Double Room
1 double bed
Free cancellation
No prepayment needed – pay at the property
Only 6 rooms left at this price on our site
1 night, 2 adults
₱ 4,784₱ 3,110
Original price ₱ 4,784. Current price ₱ 3,110.
+₱ 835 taxes and charges
See availability","8.2
Scored 8.2
Very good
170 reviews",Keyla Inn,Thulusdhoo,Standard Double Room,3 out of 5
,"1 night, 2 adults
₱ 5,066
Price ₱ 5,066
+₱ 811 taxes and charges","Breakfast included
White Sand Himandhoo
Opens in new window
Himandhoo Show on map
8.1
Scored 8.1
Very good
29 reviews
Deluxe Double Room with Sea View
2 single beds
Breakfast included
Free cancellation
No prepayment needed – pay at the property
Only 5 rooms left at this price on our site
1 night, 2 adults
₱ 5,066
Price ₱ 5,066
+₱ 811 taxes and charges
See availability","8.1
Scored 8.1
Very good
29 reviews",White Sand Himandhoo,Himandhoo,Deluxe Double Room with Sea View,3 out of 5
,"1 night, 2 adults
₱ 57,343₱ 34,406
Original price ₱ 57,343. Current price ₱ 34,406.
+₱ 42,778 taxes and charges","Breakfast included
Coco Bodu Hithi
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
North Male AtollShow on map
8.8
Scored 8.8
Fabulous
1,392 reviews
Location 9.4
Island Villa with Private Pool
Entire villa • 1 bedroom • 1 bathroom • 188m²
1 extra-large double bed
Breakfast & dinner included
1 night, 2 adults
₱ 57,343₱ 34,406
Original price ₱ 57,343. Current price ₱ 34,406.
+₱ 42,778 taxes and charges
See availability","8.8
Scored 8.8
Fabulous
1,392 reviews",Coco Bodu Hithi,North Male Atoll,Island Villa with Private Pool,5 out of 5
,"1 night, 2 adults
₱ 29,565
Price ₱ 29,565
+₱ 62,194 taxes and charges","Dhigali Maldives - A Premium All-Inclusive Resort
Opens in new window
Raa AtollShow on map
9.3
Scored 9.3
Superb
432 reviews
Location 9.4
Beach Bungalow
1 extra-large double bed
1 night, 2 adults
₱ 29,565
Price ₱ 29,565
+₱ 62,194 taxes and charges
See availability","9.3
Scored 9.3
Superb
432 reviews",Dhigali Maldives - A Premium All-Inclusive Resort,Raa Atoll,Beach Bungalow,5 out of 5
,"1 night, 2 adults
₱ 7,861
Price ₱ 7,861
+₱ 2,845 taxes and charges","Breakfast included
The Somerset Hotel
Opens in new window
Featured
This property matches your criteria and may be ranked higher in your search results. It will pay us a higher commission if you make a booking.
Male CityShow on map
8.0
Scored 8.0
Very good
481 reviews
SUPERIOR ROOM
1 double bed
Breakfast included
1 night, 2 adults
₱ 7,861
Price ₱ 7,861
+₱ 2,845 taxes and charges
See availability","8.0
Scored 8.0
Very good
481 reviews",The Somerset Hotel,Male City,SUPERIOR ROOM,4 out of 5
,"1 night, 2 adults
₱ 7,880₱ 5,516
Original price ₱ 7,880. Current price ₱ 5,516.
+₱ 1,899 taxes and charges","Summer Vibes Beach Front
Opens in new window
RasduShow on map
9.1
Scored 9.1
Superb
107 reviews
Location 9.6
Deluxe Double Room
1 large double bed
Breakfast included
Free cancellation
Only 1 room left at this price on our site
1 night, 2 adults
₱ 7,880₱ 5,516
Original price ₱ 7,880. Current price ₱ 5,516.
+₱ 1,899 taxes and charges
See availability","9.1
Scored 9.1
Superb
107 reviews",Summer Vibes Beach Front,Rasdu,Deluxe Double Room,3 out of 5
,"1 night, 2 adults
₱ 35,854
Price ₱ 35,854
+₱ 65,676 taxes and charges","Breakfast included
Amari Raaya Maldives
Opens in new window
Raa AtollShow on map
8.5
Scored 8.5
Very good
52 reviews
Beach Villa
1 extra-large double bed
Breakfast included
1 night, 2 adults
₱ 35,854
Price ₱ 35,854
+₱ 65,676 taxes and charges
See availability","8.5
Scored 8.5
Very good
52 reviews",Amari Raaya Maldives,Raa Atoll,Beach Villa,5 out of 5
